id,name,level,country,profitableEffiieny,annualRevenue,employees,city,founded_year
1127,"Reeves, Parks and Little",4,anada,42.11674009,19121,454,Halifax,2008
1128,Knox-Powers,4,China,772.7142857,75726,98,hongqing,2010
1129,"Evans, Jakson and Sandoval",4,China,159.7826962,79412,497,Tianjin,2012
1130,"White, Davis and Anderson",4,anada,234.0558659,83792,358,Ottawa,2012
1131,Hardy-Hansen,4,anada,114.2532751,52328,458,Winnipeg,2020
1132,Arroyo LL,4,Germany,123.6454294,44636,361,Munih,2004
1133,"Davis, Kelly and Garner",4,USA,168.6100917,36757,218,hiago,2003
1134,Fisher-Eaton,4,anada,396.5633188,90813,229,Halifax,2021
1135,Green-arter,4,Germany,116.7295285,47042,403,Leipzig,2012
1136,Ruiz Ltd,4,India,152.6188341,68068,446,Jaipur,2000
1137,"arpenter, Oliver and Kennedy",4,Germany,801.2419355,49677,62,Dortmund,2015
1138,Mason Ltd,4,Frane,1313.945946,48616,37,Montpellier,2001
1139,Moreno-Gutierrez,4,UK,139.7260274,51000,365,Leeds,2000
1140,Taylor and Sons,4,Japan,161.3897059,43898,272,Fukuoka,2016
1141,Ortiz-Hudson,4,China,48.19098143,18168,377,Tianjin,2021
1142,Thomas-Huffman,4,Japan,247.7238372,85217,344,Kyoto,2011
1143,Maxwell Group,4,Frane,180.2255965,83084,461,Lyon,2017
1144,Welh-Thompson,4,USA,210.0538302,101456,483,New York,2020
1145,"Brown, Hayes and lark",4,Germany,62.16780045,27416,441,Essen,2015
1146,Johnston and Sons,4,anada,128.0128535,49797,389,Vanouver,2002
1147,Glover-han,4,anada,404.591954,70399,174,Edmonton,2007
1148,Mendez Ltd,4,UK,1409.252101,167701,119,London,2016
1149,Powell-Sanford,4,Frane,2205.844444,99263,45,Strasbourg,2007
1150,Smith-Ferguson,4,anada,130.1538462,30456,234,Quebe ity,2018
1151,"Watson, Smith and Morris",4,China,420.7349398,69842,166,Wuhan,2014
1152,"Lee, Rhodes and Sims",4,China,163.179941,55318,339,Wuhan,2023
1153,Perez LL,4,USA,253.25,54702,216,Los Angeles,2012
1154,Anderson-Reyes,4,USA,14834.2,74171,5,Dallas,2017
1155,"Torres, Brown and Williams",4,China,114.407855,37869,331,Hangzhou,2019
1156,Bryant-Meyer,4,UK,370.2545455,40728,110,Bristol,2017
1157,"Morgan, Barron and owan",4,anada,74.77283372,31928,427,Edmonton,2011
1158,Ferrell-Henry,4,USA,194.1149425,33776,174,Houston,2014
1159,Martin Group,4,anada,690.2542373,162900,236,Edmonton,2022
1160,Perez Ltd,4,China,665.059322,78477,118,Shanghai,2021
1161,lark In,4,USA,136.6130536,58607,429,Philadelphia,2011
1162,"Wagner, Martinez and Dawson",4,UK,437.0663265,85665,196,Bristol,2016
1163,Brooks Ltd,4,China,204.3579767,52520,257,Beijing,2005
1164,Wise-Dean,4,Germany,660.7111111,89196,135,D眉sseldorf,2003
1165,"Vang, Stanley and Valdez",4,Japan,191.5051975,92114,481,Nagoya,2003
1166,Williams In,4,Frane,60.4941452,25831,427,Toulouse,2014
1167,Wallae-Martinez,4,Japan,149.7015306,58683,392,Fukuoka,2003
1168,Wells-Hernandez,4,Frane,123.9099307,53653,433,Paris,2020
1169,"Jennings, Smith and Fisher",4,China,275.2982456,94152,342,Wuhan,2014
1170,Bates LL,4,Germany,234.6268116,64757,276,Dortmund,2000
1171,"Obrien, Taylor and Rivas",4,USA,81.47695853,35361,434,Dallas,2013
1172,Hunt PL,4,anada,74.28412256,26668,359,Hamilton,2005
1173,ampbell In,4,Germany,172.2068966,34958,203,Hamburg,2003
1174,Gonzalez-Gonzalez,4,India,241.6621005,52924,219,Surat,2012
1175,Deker-Dudley,4,Japan,138.186747,68817,498,Sapporo,2012
1176,Warner-Phillips,4,India,142.3213429,59348,417,hennai,2014
1177,Kelley and Sons,4,Germany,366.4185304,114689,313,Hamburg,2013
1178,"Fitzpatrik, Rivera and Smith",4,UK,117.6341463,43407,369,Bristol,2010
1179,"Davis, Rodriguez and Andrews",4,Japan,163.0339506,52823,324,Nagoya,2006
1180,Hernandez-Davis,4,UK,298.2361111,21473,72,Leeds,2021
1181,"Jones, ummings and onway",4,Germany,214.2611111,77134,360,Essen,2017
1182,"Hall, Hinton and Phillips",4,India,534.1506849,155972,292,Delhi,2011
1183,Williams-Li,4,anada,47.83778234,23297,487,Halifax,2018
1184,Phelps LL,4,Frane,272.9140969,123903,454,Bordeaux,2009
1185,"Edwards, Rodgers and Davis",4,Frane,1710.288136,100907,59,Paris,2016
1186,Smith and Sons,4,USA,5320.25,170248,32,San Antonio,2004
1187,"Holland, Murphy and Kline",4,USA,290.5012853,113005,389,Houston,2008
1188,"Adams, Quinn and Watson",4,Germany,601.6466165,80019,133,ologne,2021
1189,White-Morales,4,Germany,154.1995074,62605,406,Berlin,2022
1190,Nelson-ruz,4,UK,2554.904762,53653,21,Liverpool,2017
1191,Marsh-Banks,4,India,126.30625,40418,320,Pune,2003
1192,Wilson Ltd,4,Japan,593.7380952,74811,126,Kawasaki,2012
1193,"Brown, Dunlap and Moore",4,UK,95.03448276,19292,203,London,2012
1194,Pruitt-Webb,4,Frane,2751.5,88048,32,Nantes,2017
1195,"Gregory, White and James",4,USA,130.515528,42026,322,Phoenix,2006
1196,arr-Huffman,4,anada,224.8410959,82067,365,algary,2020
1197,"Mpherson, Anderson and Knapp",4,India,224.3524804,85927,383,Jaipur,2017
1198,lay Group,4,Japan,299.0769231,69984,234,Nagoya,2009
1199,Brown Ltd,4,Germany,210.9678068,104851,497,Munih,2005
1200,Smith-Oneill,4,Germany,239.7575758,47472,198,Essen,2003
1201,"Saunders, Ray and unningham",4,USA,194.3114187,56156,289,San Antonio,2008
1202,"Marks, Stone and Watts",4,UK,465.6118421,141546,304,Birmingham,2005
1203,"Davis, Stanley and Wright",4,UK,188.5884774,45827,243,London,2010
1204,Alvarado-Davidson,4,Germany,218.4583333,104860,480,Berlin,2004
1205,ombs PL,4,India,128.8952618,51687,401,Jaipur,2001
1206,"Brown, Shneider and Moore",4,UK,186.3776224,53304,286,Edinburgh,2018
1207,hristian-Booth,4,India,232.1257485,38765,167,Delhi,2022
1208,Walton LL,4,Japan,1182.282051,46109,39,Yokohama,2016
1209,Rivera LL,4,Germany,139.1648746,38827,279,D眉sseldorf,2017
1210,Hunter PL,4,Frane,219.7118644,25926,118,Marseille,2011
1211,"Gray, Montoya and Miller",4,Japan,152.1798942,28762,189,Fukuoka,2010
1212,Solis-West,4,UK,164.0797101,45286,276,Liverpool,2019
1213,West-Wilson,4,anada,4844.555556,43601,9,Hamilton,2020
1214,Mgee-Smith,4,China,638.9296875,81783,128,hongqing,2014
1215,Gutierrez-Hawkins,4,Japan,186.5327511,85432,458,Tokyo,2021
1216,Petersen PL,4,India,93.28712871,18844,202,Ahmedabad,2003
1217,"Walsh, Wu and Hart",4,UK,234.738255,34976,149,Bristol,2023
1218,"Powers, lements and ox",4,USA,165.761194,44424,268,Dallas,2011
1219,Velasquez Group,4,anada,429.8012821,67049,156,Quebe ity,2001
1220,astro-Harvey,4,Japan,1733.276596,81464,47,Fukuoka,2016
1221,Moran-ox,4,China,98.35971223,27344,278,Guangzhou,2017
1222,Wilson-Malone,4,USA,378.6867816,131783,348,Los Angeles,2006
1223,Smith LL,4,Japan,1133.2,124652,110,Kobe,2003
1224,"Brandt, arter and Boyd",4,Frane,390.0505618,138858,356,Marseille,2023
1225,"Rodriguez, Prine and Vasquez",4,Germany,151.5752688,56386,372,Berlin,2014
1226,"Newton, Ortiz and King",4,India,1046.285714,43944,42,Mumbai,2002
1227,Lopez Group,4,USA,212.862069,61730,290,hiago,2008
1228,Bryant and Sons,4,China,416.1252654,195995,471,Hangzhou,2007
1229,"Morgan, Sherman and Williams",4,UK,220.8,51888,235,Sheffield,2012
1230,"Monroe, hapman and Barton",4,Frane,3340.538462,43427,13,Strasbourg,2010
1231,Ellis-Lawrene,4,Frane,11518.5,92148,8,Marseille,2017
1232,"Taylor, Porter and Moreno",4,China,207.8374656,75445,363,Hangzhou,2001
1233,Tran Group,4,China,906.6440678,53492,59,hongqing,2016
1234,"Webb, Romero and Morse",4,UK,1246.959184,61101,49,Glasgow,2019
1235,Holt and Sons,4,UK,291.9951691,60443,207,Edinburgh,2012
1236,"Ohoa, Garia and Sandoval",4,USA,317.7661871,88339,278,San Diego,2005
1237,"Andrade, Gordon and ruz",4,Japan,130.6731707,26788,205,Yokohama,2023
1238,"Moon, Farmer and Hill",4,UK,452.4415954,158807,351,Birmingham,2009
1239,Waller-havez,4,India,232.7035398,105182,452,Mumbai,2017
1240,Taylor PL,4,Germany,13397,93779,7,Munih,2001
1241,"Tanner, Hunt and ameron",4,Frane,62.22494888,30428,489,Bordeaux,2017
1242,"Valenia, Joseph and Walls",4,China,228.064433,88489,388,hengdu,2006
1243,"Robinson, lark and Klein",4,India,59.86752137,28018,468,Hyderabad,2013
1244,"Reed, hambers and Zavala",4,Germany,468.8728814,55327,118,Hamburg,2005
1245,"Hester, Thompson and Daniels",4,UK,1126.804124,109300,97,Liverpool,2003
1246,"Morris, Wilson and Bell",4,USA,208.558209,69867,335,Dallas,2014
1247,Aguilar-Bender,4,China,2854.641026,111331,39,hengdu,2021
1248,"Butler, Adkins and Skinner",4,UK,214.9335106,80815,376,Manhester,2006
1249,Rih-Henderson,4,anada,1132.242857,79257,70,Edmonton,2011
1250,Mills In,4,Japan,178.8074534,57576,322,Osaka,2009
1251,Thomas-Santiago,4,China,159.770751,40422,253,Shenzhen,2010
1252,Adams and Sons,4,anada,203.2631579,69516,342,Edmonton,2019
1253,Vega-Thomas,4,UK,400.3435374,117701,294,ardiff,2004
1254,Vaughn LL,4,India,892.8571429,81250,91,Kolkata,2013
1255,Molina In,4,USA,144.7321867,58906,407,Philadelphia,2007
1256,ervantes-Garia,4,Japan,99.42758621,43251,435,Kobe,2008
1257,"Stevenson, Hanok and Newton",4,India,176.6815789,67139,380,Bangalore,2021
1258,"Prie, Dixon and Robles",4,India,392.751073,91511,233,Pune,2014
1259,"Roberts, Bek and House",4,India,538.0243902,154413,287,hennai,2015
1260,Butler-Frenh,4,China,129.4412698,40774,315,Guangzhou,2020
1261,"Edwards, Arnold and Smith",4,China,77.18004338,35580,461,hengdu,2004
1262,Harris-Melton,4,Japan,175.3668122,80318,458,Sapporo,2023
1263,Greer-Pruitt,4,China,75.75626424,33257,439,Shanghai,2000
1264,"Mkinney, Rihardson and hapman",4,USA,165.3207547,35048,212,San Jose,2018
1265,"Morrison, Parsons and Brandt",4,Japan,588.9202899,81271,138,Tokyo,2017
1266,ole-Luero,4,anada,125.897561,25809,205,Vanouver,2011
1267,Lopez and Sons,4,Japan,373.5846501,165498,443,Saitama,2023
1268,"Palmer, Bennett and Patterson",4,UK,398.6819923,104056,261,Birmingham,2014
1269,"Baker, Martin and Singleton",4,China,262.2633588,68713,262,Tianjin,2011
1270,Rivera Ltd,4,USA,77.9943662,27688,355,Houston,2019
1271,Williams LL,4,Germany,405.1759657,94406,233,Essen,2004
1272,"Williams, Randolph and Gilbert",4,Germany,186.9061224,91584,490,Hamburg,2018
1273,"Turner, Tyler and Piere",4,Germany,2264.92,56623,25,Dortmund,2011
1274,Bowers LL,4,Japan,1129.756757,41801,37,Kyoto,2007
1275,"Robinson, White and Jones",4,UK,3397.923077,88346,26,Leeds,2007
1276,"Moore, Daniels and Powell",4,Japan,193.0492611,39189,203,Kawasaki,2011
1277,Walker-Lewis,4,anada,2089,52225,25,Quebe ity,2001
1278,Rivera-arter,4,India,212.944,106472,500,Delhi,2022
1279,"Moreno, Barajas and olon",4,UK,403.4452297,114175,283,Glasgow,2018
1280,"Smith, aldwell and Griffin",4,Germany,453.8939394,89871,198,D眉sseldorf,2020
1281,"Austin, Oliver and Haley",4,India,295.9568966,137324,464,Jaipur,2020
1282,"Blakwell, James and Hogan",4,China,382.5431472,75361,197,Nanjing,2008
1283,ruz PL,4,Japan,485.6054054,89837,185,Kawasaki,2012
1284,"ampbell, Pruitt and Short",4,India,154.6949891,71005,459,Pune,2015
1285,Robertson-Hiks,4,USA,133.326087,30665,230,Dallas,2004
1286,Williams-Villanueva,4,Germany,164.8992537,44193,268,Frankfurt,2002
1287,Flores In,4,UK,366.87,36687,100,Liverpool,2004
1288,Jakson PL,4,Germany,98.11827957,36500,372,Stuttgart,2019
1289,"Smith, Jones and Santiago",4,China,121.297619,50945,420,Shenzhen,2013
1290,Hanok Group,4,India,168.8742857,59106,350,Delhi,2015
1291,Harris Ltd,4,anada,292.8990228,89920,307,Quebe ity,2006
1292,"Rowe, Luas and ase",4,Germany,371.7596899,47957,129,D眉sseldorf,2000
1293,"Parks, Johnson and Love",4,USA,238.5714286,73480,308,hiago,2018
1294,Miller In,4,Germany,219.2247191,58533,267,Hamburg,2020
1295,Bauer PL,4,USA,2220.060606,73262,33,San Jose,2004
1296,Andrews and Sons,4,Germany,155.9330855,41946,269,ologne,2005
1297,Russell-Hayes,4,Frane,337.9818731,111872,331,Lille,2018
1298,Hamilton-Smith,4,USA,604.3304348,69498,115,Phoenix,2002
1299,"Wilson, Smith and ortez",4,anada,109.6770601,49245,449,Halifax,2015
1300,Avila PL,4,anada,93.6,40248,430,Vanouver,2007
1301,Haynes In,4,Frane,62.74939173,25790,411,Lille,2004
1302,Reilly-Rodriguez,4,Germany,147.5488722,39248,266,Leipzig,2021
1303,"Turner, Miller and Hubbard",4,UK,59.81741573,21295,356,Birmingham,2023
1304,James-Short,4,India,125.3159609,38472,307,Pune,2019
1305,Wells PL,4,China,865.5247525,174836,202,Shenzhen,2012
1306,Taylor Group,4,Germany,541.4259259,58474,108,Munih,2000
1307,"Phillips, Walters and Evans",4,Frane,1705.851852,92116,54,Lyon,2019
1308,"Wong, Bernard and Smith",4,Germany,249.6346154,77886,312,Dortmund,2019
1309,"Thomas, Williams and Armstrong",4,USA,233.5846154,91098,390,Dallas,2016
1310,Medina-Arroyo,4,China,185.7894737,63540,342,Shanghai,2015
1311,lark-Figueroa,4,Germany,111.9158879,47900,428,Leipzig,2017
1312,"ooper, Gutierrez and Brewer",4,USA,289.6272727,63718,220,San Antonio,2016
1313,"Thomas, White and Jensen",4,India,141.1123188,38947,276,Mumbai,2022
1314,Lee-White,4,Frane,171.6503667,70205,409,Toulouse,2015
1315,"Phelps, York and Randolph",4,Frane,193.2596154,80396,416,Nantes,2018
1316,"Murray, Dunn and Roberts",4,China,731.9777778,98817,135,Tianjin,2004
1317,King and Sons,4,anada,305.78,45867,150,algary,2002
1318,"arpenter, Lynn and Howard",4,Frane,12147.28571,85031,7,Nie,2006
1319,"Rios, Garia and Harvey",4,USA,1100.861538,71556,65,San Jose,2016
1320,Stewart Group,4,USA,614.1727273,67559,110,San Antonio,2020
1321,Jensen-Torres,4,India,2441.016949,144020,59,Ahmedabad,2011
1322,"Hernandez, Knight and Aguirre",4,Germany,348.6151316,105979,304,D眉sseldorf,2020
1323,Jakson-Edwards,4,UK,843.561086,186427,221,Glasgow,2017
1324,Joseph Ltd,4,India,186.1501416,65711,353,Jaipur,2008
1325,Hill-Ward,4,Frane,316.1114983,90724,287,Toulouse,2013
1326,"Quinn, Humphrey and Ford",4,anada,181.1168385,52705,291,Vanouver,2011
1327,Hampton-Tuker,4,anada,70.91333333,21274,300,Ottawa,2009
1328,Thompson PL,4,India,572.92,42969,75,Ahmedabad,2023
1329,Wilkinson and Sons,4,China,181.2716049,73415,405,Shenzhen,2014
1330,"Gonzalez, Gross and Sims",4,Germany,168.2528302,44587,265,Munih,2006
1331,"Jones, Smith and Hunter",4,Frane,256.7523511,81904,319,Nantes,2017
1332,Hess PL,4,USA,88.63654618,44141,498,hiago,2012
1333,Hammond-Lewis,4,USA,320.8861789,78938,246,Los Angeles,2004
1334,Arnold PL,4,Frane,857.0143885,119125,139,Marseille,2002
1335,"Kennedy, Rowe and Diaz",4,Japan,122.528481,38719,316,Fukuoka,2002
1336,Vane PL,4,USA,120.5141066,38444,319,San Antonio,2012
1337,"Vinent, Anderson and Mason",4,UK,126.99182,62099,489,ardiff,2001
1338,Sanders PL,4,Germany,11175.3,111753,10,Dortmund,2014
1339,Bates PL,4,Japan,563.4230769,58596,104,Kawasaki,2009
1340,"Martin, Palmer and Griffin",4,USA,214.66171,57744,269,San Jose,2016
1341,Knight PL,4,Japan,106.56,37296,350,Saitama,2005
1342,"Brennan, Thomas and Dennis",4,USA,347.2852941,118077,340,Philadelphia,2007
1343,Williams-Juarez,4,USA,765.1232877,111708,146,hiago,2002
1344,Brown LL,4,Frane,242.1256039,50120,207,Nantes,2021
1345,Williams and Sons,4,Frane,208.3777778,56262,270,Lille,2006
1346,"Velez, Ward and Harrison",4,USA,141.986014,40608,286,Los Angeles,2002
1347,Keith-Williams,4,UK,875.2786885,160176,183,Bristol,2018
1348,"Nguyen, Padilla and Boyd",4,India,88.93968254,28016,315,hennai,2007
1349,Davenport-Baker,4,Japan,485.173913,145067,299,Kyoto,2012
1350,"Hudson, Bennett and Gray",4,USA,274.1971831,58404,213,Phoenix,2005
1351,"Valdez, Houston and Blak",4,China,120.4885496,31568,262,Nanjing,2002
1352,Kaufman-Walker,4,UK,197.4230769,82128,416,Leeds,2003
1353,Gomez-Parrish,4,UK,153.6315789,20433,133,Bristol,2018
1354,Sparks-Eaton,4,anada,316.6031746,79784,252,Winnipeg,2018
1355,Shaw and Sons,4,Japan,181.8186969,64182,353,Fukuoka,2014
1356,Martin-Jones,4,anada,218.9681275,54961,251,Halifax,2000
1357,"ampbell, Hernandez and Moore",4,China,183.165,36633,200,hengdu,2002
1358,"Love, Wilson and Hall",4,Japan,199.0277778,42990,216,Nagoya,2010
1359,ortez-Olson,4,India,15689.66667,141207,9,Surat,2017
1360,Mendoza-Garza,4,UK,585.6730769,30455,52,Liverpool,2009
1361,"Whitaker, Johnson and Williams",4,Frane,113.6944444,32744,288,Nantes,2002
1362,"Vargas, Taylor and Hunt",4,Germany,140.9354839,26214,186,Dortmund,2010
1363,"Thomas, Jakson and Nielsen",4,Japan,396.5612245,38863,98,Saitama,2008
1364,"Mullen, Greene and Elliott",4,Japan,2064.990654,220954,107,Kyoto,2023
1365,Johns Ltd,4,Japan,508.3727273,55921,110,Nagoya,2008
1366,"Niholson, Valentine and Robinson",4,Japan,280.2101617,121331,433,Nagoya,2007
1367,"Haney, Dillon and Jakson",4,India,667.530303,44057,66,Bangalore,2003
1368,Burke-Norton,4,China,19165.25,153322,8,Wuhan,2019
1369,Hanson PL,4,USA,452.1832298,145603,322,San Diego,2011
1370,Jakson-Jennings,4,India,223.3207127,100271,449,Pune,2018
1371,arlson-Jones,4,UK,102.6742424,40659,396,Edinburgh,2005
1372,ruz-Rodriguez,4,UK,169.8714653,66080,389,Sheffield,2007
1373,Mills PL,4,Germany,193.5338164,80123,414,Berlin,2016
1374,"Barnes, Hernandez and Davis",4,Frane,1966.47619,41296,21,Montpellier,2017
1375,Valenzuela-Greene,4,India,118.5024876,47638,402,Ahmedabad,2021
1376,"Gordon, Wilson and Olson",4,Germany,101.058011,36583,362,Dortmund,2003
1377,Winters PL,4,anada,4890.888889,44018,9,Edmonton,2022
1378,Prine Ltd,4,USA,173.7317881,52467,302,Houston,2012
1379,"Reynolds, Fisher and Golden",4,China,185.4622642,58977,318,hongqing,2011
1380,"Moreno, Perez and Lang",4,UK,233.4676259,32452,139,Birmingham,2017
1381,Bell-Ballard,4,Japan,63.26666667,31317,495,Sapporo,2015
1382,"Johnston, oleman and Sott",4,India,140.4576923,36519,260,Kolkata,2005
1383,Kent In,4,Frane,295.7493113,107357,363,Toulouse,2013
1384,George-Stephens,4,India,1183.195946,175113,148,Kolkata,2012
1385,Lopez-Flether,4,anada,485.9444444,34988,72,Vanouver,2018
1386,Lane In,4,Japan,209.1958042,29915,143,Osaka,2023
1387,"Smith, Pena and Watts",4,Japan,108.6207675,48119,443,Kawasaki,2013
1388,Ortiz-Rodriguez,4,Frane,58.83333333,24357,414,Toulouse,2004
1389,Pearson-King,4,Germany,877.3789474,83351,95,Dortmund,2000
1390,"Henderson, Diaz and Hill",4,Frane,87.70779221,40521,462,Montpellier,2004
1391,"Sanders, Harris and Arnold",4,India,519.962406,69155,133,Pune,2009
1392,"Olson, Wood and Peters",4,USA,87.53910615,31339,358,San Antonio,2003
1393,Hinton-Lane,4,Germany,244.3467933,102870,421,Berlin,2006
1394,"Sanders, Taylor and Shields",4,UK,1307.351852,70597,54,Edinburgh,2020
1395,Adkins Group,4,anada,568.3809524,107424,189,Edmonton,2008
1396,"Avery, Garia and Romero",4,India,136.5352697,65810,482,Surat,2017
1397,Owen-Mendez,4,UK,490.3813953,105432,215,Leeds,2000
1398,"Mann, Martin and Oonnell",4,China,235.6024096,117330,498,hongqing,2021
1399,Brok and Sons,4,Japan,138.611276,46712,337,Saitama,2018
1400,Frost-Graham,4,Germany,268.8596491,45975,171,ologne,2011
1401,Baker LL,4,anada,494.92,98984,200,Quebe ity,2002
1402,Lynh Ltd,4,UK,64.33198381,31780,494,Edinburgh,2020
1403,Arias-Morales,4,Germany,38.3277512,16021,418,Hamburg,2020
1404,"Meyer, Dawson and Harper",4,India,82.04402516,26090,318,Ahmedabad,2020
1405,Bowman Group,4,Frane,849.9770115,73948,87,Marseille,2002
1406,Harris Ltd,4,India,242.005988,40415,167,Hyderabad,2010
1407,"Mithell, Johnson and Greene",4,UK,153.4298507,51399,335,Glasgow,2019
1408,"Hale, Gilbert and raig",4,Frane,81.2970297,32844,404,Nie,2014
1409,Allen-Smith,4,India,77.63326653,38739,499,Jaipur,2016
1410,Miller LL,4,anada,956.3333333,94677,99,Winnipeg,2005
1411,Gomez-Foster,4,USA,338.768,42346,125,hiago,2023
1412,"Gonzalez, Smith and Padilla",4,UK,1023.544444,92119,90,Manhester,2006
1413,Dunn Ltd,4,Frane,2004.567568,74169,37,Marseille,2003
1414,"Herman, Bailey and Rihmond",4,anada,7607.388889,136933,18,Hamilton,2001
1415,Perez-Marty,4,Frane,1783.931034,103468,58,Bordeaux,2002
1416,Spears-Andrews,4,UK,478.7291667,22979,48,ardiff,2004
1417,Thompson-Hunter,4,Frane,203.7480916,26691,131,Nie,2007
1418,"Jones, Phillips and Arroyo",4,UK,985.3478261,67989,69,Edinburgh,2020
1419,"Frye, Walter and Li",4,Germany,4905.052632,93196,19,Essen,2005
1420,"Wright, Ramos and Bennett",4,USA,205.3892617,91809,447,Philadelphia,2010
1421,arrillo-Todd,4,anada,188.0662526,90836,483,Quebe ity,2017
1422,Maldonado-Mosley,4,UK,470.6891892,34831,74,Bristol,2014
1423,Olson LL,4,Germany,171.6806723,40860,238,Leipzig,2019
1424,Reyes and Sons,4,Frane,522.8825301,173597,332,Bordeaux,2020
1425,"Haynes, Mbride and Gutierrez",4,UK,333.7117438,93773,281,Leeds,2015
1426,Blak-Smith,4,Japan,413.3395062,66961,162,Osaka,2014
1427,Wright-Davis,4,India,1044.619048,87748,84,Ahmedabad,2008
1428,"Goodman, Peterson and Spener",4,UK,215.9485294,58738,272,London,2000
1429,Woods LL,4,Germany,519.7469388,127338,245,Stuttgart,2009
1430,Shannon LL,4,USA,763.8037975,120681,158,San Diego,2015
1431,Valentine Ltd,4,USA,457.9935484,141978,310,San Antonio,2009
1432,Porter and Sons,4,Japan,591.4540816,115925,196,Tokyo,2017
1433,Moss LL,4,Japan,222.7938596,50797,228,Kobe,2017
1434,Perez and Sons,4,Frane,105.3854447,39098,371,Toulouse,2005
1435,"Kelly, Maxwell and Wilson",4,Frane,306.3956835,42589,139,Strasbourg,2007
1436,Lowe Ltd,4,China,769.1102362,97677,127,Tianjin,2020
1437,Austin-Duran,4,UK,115.4727273,44457,385,Glasgow,2020
1438,"Rubio, harles and Watson",4,UK,135.5192744,59764,441,Sheffield,2006
1439,Vasquez-Galloway,4,China,217.9281046,33343,153,Guangzhou,2004
1440,"Melton, Henry and Joye",4,China,210.8644068,49764,236,Wuhan,2019
1441,"Ramirez, Walker and Ray",4,UK,998.8712871,100886,101,ardiff,2015
1442,Fox Group,4,India,2455.366667,73661,30,Mumbai,2004
1443,Ayers-Johnson,4,USA,462.4026846,68898,149,hiago,2003
1444,Long-Parks,4,UK,269.2227074,61652,229,Birmingham,2022
1445,Bryant In,4,USA,483.7195122,39665,82,Houston,2002
1446,"Holmes, Stewart and Smith",4,USA,973.0833333,175155,180,San Diego,2006
1447,"lark, arpenter and Nguyen",4,Frane,242.1076923,47211,195,Nie,2015
1448,"Hensley, Lopez and Baker",4,anada,2237.695652,102934,46,Toronto,2010
1449,Ruiz-Austin,4,Germany,211.6716418,85092,402,Berlin,2008
1450,White-oleman,4,Frane,171.5061224,42019,245,Marseille,2017
1451,Haynes-Watson,4,Germany,183.5437352,77639,423,Frankfurt,2008
1452,Ramirez-White,4,Frane,214.8693467,85518,398,Paris,2003
1453,Krause Ltd,4,Japan,333.5725191,43698,131,Kobe,2014
1454,Olsen Ltd,4,USA,298.7217848,113813,381,Houston,2014
1455,Brok-Peters,4,China,722.4504505,80192,111,Nanjing,2021
1456,Gonzalez-Marsh,4,anada,157.6217304,78338,497,Winnipeg,2021
1457,"Hernandez, Shaffer and Thompson",4,UK,233.2446483,76271,327,Leeds,2005
1458,Taylor-Barry,4,USA,650.0298507,43552,67,Dallas,2016
1459,"Holmes, Le and Floyd",4,UK,146.2420382,22960,157,Edinburgh,2020
1460,King-Garrison,4,Japan,131.5369128,58797,447,Fukuoka,2001
1461,Ross Ltd,4,Japan,183.5136778,60376,329,Osaka,2007
1462,Brown LL,4,Frane,591.7222222,53255,90,Nantes,2000
1463,ombs-Davis,4,UK,456,94392,207,ardiff,2003
1464,"ook, Ward and astro",4,Japan,188.1092715,56809,302,Tokyo,2001
1465,ooper-Jenkins,4,anada,367.8,71721,195,Halifax,2004
1466,Dillon-Marty,4,China,87.01153846,22623,260,Shenzhen,2005
1467,Ray Ltd,4,China,193.8918919,93262,481,Hangzhou,2010
1468,"Ryan, Krause and Mithell",4,USA,155.9940299,52258,335,New York,2011
1469,Nunez-Freeman,4,Germany,384.826087,26553,69,Essen,2003
1470,"Griffin, Miller and Austin",4,anada,367.2172414,106493,290,algary,2010
1471,Welh-Thomas,4,India,630.5145631,64943,103,Pune,2023
1472,Davidson LL,4,USA,137.5946667,51598,375,San Antonio,2011
1473,Welh-Dunan,4,Germany,143.9802372,36427,253,ologne,2001
1474,Miller LL,4,anada,344.3333333,97102,282,Hamilton,2009
1475,Edwards Ltd,4,anada,593.37,59337,100,algary,2018
1476,Page-Jaobs,4,India,259.2172131,63249,244,Kolkata,2023
1477,Nelson-Wallae,4,UK,1833.908046,159550,87,ardiff,2017
1478,Adkins-Meyer,4,China,129.693617,30478,235,Nanjing,2004
1479,Gutierrez-White,4,UK,699.2760417,134261,192,Glasgow,2017
1480,Martinez and Sons,4,anada,128.7954545,34002,264,Toronto,2020
1481,"King, Manning and Brady",4,Frane,375.121118,120789,322,Lyon,2000
1482,Jakson In,4,India,163.1242604,27568,169,Jaipur,2007
1483,Brown Group,4,China,621.5196078,63395,102,Nanjing,2012
1484,"Brown, Wise and Warren",4,anada,293.2515723,93254,318,Hamilton,2004
1485,Garia PL,4,UK,203.4114114,67736,333,Leeds,2013
1486,Miller Group,4,India,169.6764706,46152,272,Delhi,2003
1487,Perez-Rojas,4,China,335.9583333,32252,96,Beijing,2004
1488,Sims-Anderson,4,USA,296.4505929,75002,253,Houston,2003
1489,Johnson Ltd,4,Japan,279.4208754,82988,297,Osaka,2001
1490,Dalton-Nguyen,4,Frane,241.787037,78339,324,Montpellier,2016
1491,Mdonald-Pitts,4,UK,302.9491525,35748,118,London,2011
1492,Dunn-Taylor,4,China,108.3852941,36851,340,Beijing,2006
